name,pop,VC,PC,state
Buena Vista,6272,0.65,8.5,VA
Manassas Park,16882,1.4,8.6,VA
Falls Church,14884,1.13333,13.8,VA
Tazewell,4185,1.6,12.6,VA
Poquoson,12011,1.63333,12.6667,VA
Herndon,24697,1.63333,12.5333,VA
Smithfield,8392,1.43333,14.6,VA
Abingdon,7949,1.3,18.6,VA
Williamsburg,15191,1.5,13.1667,VA
Orange,5016,1.73333,13.3667,VA
Leesburg,56030,1.95,13.35,VA
Fairfax City,24259,1.13333,16.1667,VA
Covington,5462,1.73333,19.1667,VA
Big Stone Gap,5215,0.6,21.1,VA
Virginia Beach,451001,1.2,17.2,VA
Dumfries,5265,1.7,14.1,VA
Salem,25942,0.9,19.4,VA
Alexandria,162588,1.6,15.3,VA
Culpeper,18671,1.7,15.9,VA
Strasburg,6643,2.3,12.3,VA
Harrisonburg,54869,2,15.2,VA
Wytheville,7969,0.6,24.3,VA
Farmville,7778,1.3,20.8,VA
Vinton,8077,1.1,22.3,VA
Warrenton,9912,1.2,21.7,VA
Woodstock,5232,1.7,18.5,VA
Manassas,41888,2.5,15.2,VA
Front Royal,15356,2.1,18.2,VA
Radford,17797,2.9,13.3,VA
Waynesboro,22470,2.2,21.2,VA
Christiansburg,22444,1.9,23.7,VA
Staunton,24584,1.9,24.7,VA
Luray,4806,1.5,28.5,VA
Lynchburg,81603,3.4,19.9,VA
Suffolk,90817,2.8,25.8,VA
Richlands,5256,3,25.9,VA
South Hill,4345,2.8,27.8,VA
Winchester,28128,3.3,24.6,VA
Rocky Mount,4762,2.5,30,VA
Charlottesville,48585,3.6,23.9,VA
Bristol,16613,2.5,30.9,VA
Chesapeake,242310,4,21.4,VA
Pulaski,8720,3.1,29.6,VA
Norton,3914,2.3,35.3,VA
Bedford,6532,3.1,30.5,VA
Hopewell,22562,4.4,24.5,VA
Bluefield,4624,1.3,47.1,VA
Ashland,7876,4.7,25.3,VA
Colonial Heights,17857,2.8,37.9,VA
Fredericksburg,28919,3.7,34.5,VA
Franklin,8100,3.1,43,VA
Martinsville,13025,4.1,36.2,VA
Newport News,178734,5.3,28.8,VA
Norfolk,244347,4.6,34.6,VA
Marion,5615,5.2,32.6,VA
South Boston,7721,3.6,43.4,VA
Emporia,5184,5,37,VA
Galax,6559,4.1,44.5,VA
Richmond,229927,5.2,38.3,VA
Roanoke,100042,4.3,44.3,VA
Danville,40781,5.3,40,VA
Petersburg,31568,7.1,29,VA
Portsmouth,94218,7.9,52.8,VA
Castleton,4995,0,0,VT
Hinesburg,4577,0.225,1.75,VT
Shelburne,7817,0.266667,6.3,VT
Barre Town,7693,1.06667,10.2333,VT
Middlebury,8613,0.433333,11.5,VT
Swanton,6560,0.525,2.8,VT
Essex,21803,0.6,13.8,VT
Colchester,17313,1.13333,15.6667,VT
Milton,11024,0.933333,9.13333,VT
Morristown,5450,0.966667,11.8667,VT
Williston,9778,0.7,19.7,VT
Northfield,6006,2.7,7.7,VT
Montpelier,7434,0.9,21.7,VT
St. Johnsbury,7158,2.1,13.7,VT
Hartford,9567,2.6,13.3,VT
Springfield,8864,1.8,20.9,VT
Burlington,42212,2.7,19.8,VT
South Burlington,19318,1.7,29.6,VT
Bennington,14900,2.1,27.9,VT
Winooski,7233,3.9,16.7,VT
Rutland,15300,3.9,25,VT
Brattleboro,11410,3.5,40.1,VT
Barre,8605,8.4,27.5,VT
St. Albans,6777,5.8,63.6,VT
Snoqualmie,13947,0.166667,13.3333,WA
West Richland,15012,0.8,9.8,WA
Camas,23865,0.7,13.1,WA
Mercer Island,26641,0.3,18.8333,WA
Oak Harbor,23330,1.5,9.66667,WA
Bainbridge Island,24739,0.9,11.3,WA
Grandview,11163,1.33333,18.2333,WA
Mill Creek,21234,1.26667,19.3667,WA
Enumclaw,11882,1.03333,20.9667,WA
Pullman,33896,1.13333,15.4,WA
Lynden,14612,0.833333,12.3,WA
Lake Forest Park,13504,0.833333,19.0333,WA
Sedro Woolley,11953,0.933333,31.2667,WA
Ferndale,14439,1.26667,21.2667,WA
Kirkland,89805,0.933333,23.1333,WA
Edgewood,11510,1.46667,23.3667,WA
Washougal,15949,1.96667,13.6667,WA
East Wenatchee,15097,1.23333,30.4333,WA
Lake Stevens,33491,1.83333,13.1,WA
Battle Ground,21002,1.53333,17.3667,WA
Bothell,46387,1.4,21.9,WA
Edmonds,42565,1.5,19.8,WA
Issaquah,38606,0.8,35.1,WA
Bonney Lake,21192,1.6,21.3,WA
Mukilteo,21638,1.7,20,WA
Redmond,65827,1.4,28.2,WA
Bellevue,146913,1.3,29.2,WA
Anacortes,17130,1.8,22.2,WA
Mountlake Terrace,21549,1.8,25,WA
Pasco,74582,2.2,17.8,WA
University Place,33743,2.1,21.3,WA
Kennewick,82687,1.9,25.7,WA
Lacey,50844,1.9,27,WA
Richland,57450,2.2,22.3,WA
Ellensburg,20616,2,29.2,WA
Marysville,70204,2.4,22.1,WA
Sunnyside,16468,2.2,25.6,WA
Bellingham,90208,2.3,37.1,WA
Cheney,12715,3.4,16,WA
Wenatchee,34169,2.9,24.9,WA
Mount Vernon,35550,2.8,36.8,WA
Longview,37720,2.9,35.8,WA
Lynnwood,38620,2.6,42.6,WA
Arlington,19394,3.1,34.1,WA
Monroe,19003,3.6,24.1,WA
Tumwater,23405,3.6,30,WA
Des Moines,31460,3.5,34.7,WA
Puyallup,41572,2.6,56.2,WA
Everett,111091,3.4,42.2,WA
Moses Lake,23763,3.4,44.1,WA
Spokane Valley,99020,3.5,42.1,WA
Renton,102749,3.2,47.8,WA
Walla Walla,32906,3.9,36.3,WA
Kent,129870,3.5,45.8,WA
Vancouver,177580,4.6,33,WA
Yakima,93959,4.5,35.6,WA
Kelso,12164,4.3,40,WA
Auburn,82381,4.4,40.5,WA
Olympia,52312,4.7,38.6,WA
Port Orchard,14269,4.7,44.4,WA
Federal Way,97762,4.7,45.8,WA
Port Angeles,19992,5.3,41.2,WA
Centralia,17299,5.1,45.9,WA
Aberdeen,16404,5.2,50.8,WA
Lakewood,60694,6.5,46.4,WA
Seattle,742759,6.8,51.5,WA
Tacoma,215687,8.7,52.7,WA
Spokane,218222,8,70.7,WA
Tukwila,20288,7.3,167.6,WA
Oconomowoc Town,8692,0.2,1.43333,WI
Mukwonago Town,8146,0.633333,2,WI
Bayside,4375,0,6.6,WI
Geneva Town,5032,0.133333,7.46667,WI
Town of East Troy,4058,0.733333,3.56667,WI
Cedarburg,11469,0.2,6,WI
Hobart-Lawrence,14667,0.366667,4.26667,WI
Muskego,25118,0.266667,6.96667,WI
Delavan Town,5322,0.733333,8,WI
Grand Rapids,7385,0.133333,7.4,WI
Kewaskum,4139,0.2,9.53333,WI
Hartland,9302,0.366667,7.66667,WI
Fox Valley Metro,22006,0.666667,5.93333,WI
Cross Plains,4331,0.566667,8.73333,WI
Sturtevant,6966,0.333333,6.1,WI
Cottage Grove,7024,0.833333,5.66667,WI
Evansville,5379,0.4,8.76667,WI
Oconomowoc,16850,0.175,4.575,WI
Twin Lakes,6077,1.1,8.16667,WI
West Salem,5055,1.2,7.43333,WI
Mequon,24311,0.2,9.9,WI
Sheboygan Falls,7945,0.3,9.7,WI
Edgerton,5602,0.4,9.1,WI
Oregon,10549,0.4,9.2,WI
Holmen,9993,0.7,6.9,WI
Caledonia,25047,0.8,6,WI
Elm Grove,6205,0.5,9.3,WI
Lake Mills,5925,1.5,2.4,WI
Campbell Township,4366,0.7,8.5,WI
New Berlin,39763,0.4,10.9,WI
Sturgeon Bay,8889,0.7,8.8,WI
Kronenwetter,7813,1.3,4.6,WI
Saukville,4415,0.5,11.3,WI
Mayville,4862,0.6,10.3,WI
Menomonee Falls,37712,0.6,10.8,WI
Colby-Abbotsford,4085,1.5,4.4,WI
Deforest,10557,0.9,9.3,WI
Delafield,7588,0.4,12.7,WI
Summit,4947,1.2,7.1,WI
Waupun,11260,1.1,8.2,WI
Grafton,11662,0.6,11.7,WI
East Troy,4333,0.9,9.9,WI
Waunakee,14000,1.4,6.6,WI
Franklin,36251,0.4,14.5,WI
McFarland,8544,1.1,9.6,WI
Fox Crossing,19323,1,9.8,WI
Mount Horeb,7462,1.1,9.5,WI
Jackson,7156,1,10.3,WI
Berlin,5365,0.6,13.4,WI
Port Washington,11831,1.6,6.2,WI
Milton,5585,1.1,10.4,WI
Sauk Prairie,4611,0.2,16.9,WI
Whitefish Bay,13933,0.7,13.7,WI
Fox Point,6671,1.2,10.2,WI
Ripon,7823,1.2,10.6,WI
De Pere,25199,1.5,8.1,WI
Whitewater,14561,1.6,7.1,WI
Minocqua,4380,1.6,7.5,WI
Reedsburg,9518,0.8,13.1,WI
Oconto,4421,0.5,16.1,WI
Everest Metropolitan,17392,1.1,11.4,WI
Waukesha,72672,1.3,10.3,WI
Monroe,10575,1,12,WI
Mukwonago,8034,0.7,14.2,WI
Kaukauna,16172,1.5,8.3,WI
Burlington,11039,1.4,9.8,WI
Pewaukee Village,8172,1,12.6,WI
Plymouth,8554,1.2,11.2,WI
Beloit Town,7688,0.9,13.4,WI
Hales Corners,7640,1,12.7,WI
Rothschild,5334,1.7,8.2,WI
Marshall Village,3988,2.5,2.3,WI
Mosinee,4003,1.2,11.5,WI
Bloomfield,6323,1.7,7.9,WI
Elkhorn,9934,1.3,11.4,WI
Prescott,4273,2.1,5.6,WI
Plover,12853,1.1,13.6,WI
Hartford,15183,1.1,13.4,WI
Cudahy,18290,1.3,12.1,WI
Richland Center,4968,1.4,11.7,WI
Slinger,5476,1.8,9.5,WI
St. Francis,9459,1.5,12.2,WI
Marinette,10561,0.9,17.2,WI
Watertown,23628,1.9,9.3,WI
Greendale,14181,0.8,17.7,WI
Viroqua,4461,1.3,14.1,WI
Germantown,20014,0.4,21.1,WI
River Falls,15578,1,16.6,WI
Onalaska,18841,0.3,22,WI
Altoona,7827,1.5,13.4,WI
Sparta,9681,2.1,10.3,WI
Marshfield,18309,0.7,20.9,WI
Verona,13490,1.4,15.3,WI
Beaver Dam,16394,1.5,14.6,WI
Chippewa Falls,14084,1.8,12.4,WI
North Fond du Lac,5079,1.8,13,WI
Stevens Point,26233,1.5,14.9,WI
Sun Prairie,33390,0.8,20.2,WI
Brookfield,38065,0.7,21.4,WI
New London,7083,2.5,8.8,WI
Mount Pleasant,26571,0.9,21.4,WI
Dodgeville,4734,1.3,18.6,WI
Fort Atkinson,12495,2,13.5,WI
Brookfield Township,6295,1.6,17.5,WI
Oshkosh,66736,1.7,16.6,WI
Oak Creek,36643,1.3,20.2,WI
Jefferson,8021,1.6,17.6,WI
West Bend,31651,1.8,16.7,WI
South Milwaukee,20972,1.7,17.5,WI
Stoughton,13149,1.7,18.1,WI
Merrill,9091,2.1,15.3,WI
Menomonie,16450,1.7,18.6,WI
Pleasant Prairie,20911,1.7,18.7,WI
New Richmond,9052,2,16.9,WI
Appleton,74931,2.2,15.4,WI
Columbus,5037,3.8,4.2,WI
Portage,10496,2.4,14.9,WI
Prairie du Chien,5618,1.6,20.8,WI
Tomah,9394,1.4,22.7,WI
Middleton,19970,2.6,13.8,WI
Wauwatosa,48562,1.1,25.7,WI
Medford,4294,1.4,24,WI
Platteville,12642,2.5,16.5,WI
Lake Geneva,7907,1.6,22.4,WI
Mauston,4390,3.6,7.7,WI
Ashwaubenon,17316,0.8,30.5,WI
Two Rivers,11077,3.2,12.3,WI
Manitowoc,32557,2.2,20.3,WI
Greenfield,36850,1.7,24.4,WI
Hudson,13848,1.4,27.7,WI
Shorewood,13368,1.3,28,WI
Lake Hallie,6742,0,38.6,WI
Wausau,38682,3.1,16.2,WI
Menasha,17788,2.5,20.6,WI
Kenosha,99948,3.4,15,WI
Fitchburg,30151,2.9,19.3,WI
Delavan,9938,2.1,25.3,WI
Fond du Lac,42777,2.4,23.7,WI
Baraboo,12178,2,29.4,WI
Wisconsin Rapids,17725,1.5,33.8,WI
Sheboygan,48195,3.8,17.1,WI
Eau Claire,68923,2.9,24.5,WI
Rhinelander,7535,2.8,25.5,WI
Grand Chute,22865,2.3,29.9,WI
Janesville,64471,2.6,27.9,WI
Clintonville,4332,1.6,35.5,WI
Waupaca,5859,2.4,32.3,WI
Rice Lake,8332,3,28.7,WI
Green Bay,105281,4.6,17.1,WI
West Allis,59887,3.3,27.9,WI
Madison,258455,4,26,WI
La Crosse,51901,2.8,37.1,WI
Beloit,36746,4.7,26.6,WI
Shawano,8936,3.8,33.6,WI
Ashland,7770,4,32.7,WI
Racine,77373,5.6,21.5,WI
Superior,26054,2.9,42.8,WI
Monona,8183,1.1,60.5,WI
Antigo,7720,3.2,45.5,WI
Town of Madison,6942,7.2,21.3,WI
Brown Deer,11963,4.3,45.8,WI
Glendale,12710,4.2,75.9,WI
Milwaukee,595619,14.1,29.7,WI
West Milwaukee,4152,12.3,104.5,WI
Weirton,18542,0.933333,10,WV
Charles Town,6060,1.7,14.1333,WV
Ranson,5292,0.933333,1.7,WV
Oak Hill,8264,1.83333,26.1333,WV
Bridgeport,8708,1.93333,27.1333,WV
St. Albans,10161,1.9,18.4,WV
Morgantown,30855,2.7,16.2,WV
Fairmont,18430,3.4,14.2,WV
Buckhannon,5516,0.7,31.9,WV
Moundsville,8417,2,25.2,WV
Vienna,10306,2.2,34.1,WV
Martinsburg,17428,3.2,31,WV
Nitro,6509,3.8,39.8,WV
Wheeling,26855,8.5,12,WV
Bluefield,9789,9.4,10.5,WV
South Charleston,12357,3.8,46.7,WV
Dunbar,7262,6.1,41.2,WV
Charleston,47470,7,60.1,WV
Beckley,16234,9.1,51.5,WV
Green River,12025,1.8,9.3,WY
Worland,5148,1.06667,12.6333,WY
Laramie,32509,1.03333,12.9,WY
Douglas,6386,3.46667,14.7333,WY
Sheridan,17919,0.733333,19.1667,WY
Evanston,11797,1.13333,22.3,WY
Rock Springs,23405,3.23333,17.8667,WY
Cody,9935,1.5,17.4333,WY
Gillette,30659,1.63333,20.1333,WY
Powell,6458,2.66667,20.5,WY
Lander,7542,0,34.1,WY
Casper,58200,2,28,WY
Torrington,6699,5.2,10.9,WY
Riverton,11076,2.3,30,WY
Rawlins,8806,4.2,19.4,WY
Cheyenne,64178,3.2,39.9,WY
