name,pop,VC,PC,state
Amherst,40242,3,4.3,MA
North Attleboro,29208,1,12.2,MA
Milford,29056,2.1,8,MA
Waltham,62655,1.9,9,MA
Gloucester,30356,2.4,7.1,MA
Bellingham,17184,1.1,12.2,MA
Stoneham,22135,1.5,11,MA
Walpole,25204,1.7,10.4,MA
Somerset,18166,2.1,8.5,MA
Whitman,15093,2.5,7.4,MA
Wilbraham,14760,1.5,11.5,MA
Natick,36717,1.5,11.4,MA
Northbridge,16759,1.6,11.1,MA
Canton,23709,3.4,5,MA
Foxborough,17667,2.5,8.7,MA
Swansea,16619,1.7,11.6,MA
Braintree,37345,1.4,13,MA
Abington,16443,2.5,8.9,MA
Ludlow,21590,2.1,10.6,MA
South Hadley,17799,1.3,14.1,MA
Burlington,27562,1.5,13.7,MA
Weymouth,57069,2.8,9,MA
Attleboro,44719,2.2,11.8,MA
Somerville,82161,2.2,12.4,MA
Dartmouth,34322,1.9,13.3,MA
Malden,61469,2.9,9.6,MA
Tewksbury,31561,2.6,10.9,MA
Westfield,41854,2.7,11.1,MA
Peabody,53209,3,10,MA
Stoughton,28729,2.6,11.4,MA
Saugus,28471,2.3,13,MA
Mashpee,14215,3.3,9.4,MA
Bourne,19894,2.3,13.4,MA
East Longmeadow,16398,1.7,16,MA
Taunton,57304,4.2,6.2,MA
Danvers,27703,1.9,15.2,MA
Seekonk,15820,1.6,16.9,MA
Plymouth,60349,3.8,8.6,MA
Raynham,14320,1.9,16.4,MA
Falmouth,31033,3.5,10.6,MA
Framingham,72510,3.5,11.3,MA
Barnstable,44015,3.8,10.5,MA
Randolph,34535,3.1,13.2,MA
Auburn,16771,1.7,19,MA
Middleboro,25125,4.4,8.6,MA
Salem,43634,1.9,18.9,MA
Quincy,94388,3.7,12.6,MA
Marlborough,40052,4.2,11.4,MA
Lowell,111989,3.2,15.3,MA
Agawam,28955,3.6,14.8,MA
Everett,47005,3.7,14.6,MA
Cambridge,114881,3,18,MA
Yarmouth,23269,4.9,12.5,MA
Fairhaven,16076,3.4,18.2,MA
Northampton,28587,4,18.9,MA
Revere,54296,4.8,16.3,MA
Gardner,20704,4.4,17.6,MA
Fitchburg,40836,5.8,12.9,MA
Lawrence,80669,6.2,11.6,MA
Haverhill,64012,5.6,14,MA
Webster,17051,6.3,12.1,MA
Lynn,94558,6,14.4,MA
Southbridge,16933,5.3,18,MA
Leominster,41727,5.2,19.7,MA
Chelsea,40974,6.8,14.3,MA
Greenfield,17443,5.8,18.6,MA
Wareham,22747,7,16.9,MA
Boston,694673,6.2,20.2,MA
Worcester,186188,6.8,21.4,MA
New Bedford,95106,6.3,25.5,MA
Fall River,89475,10.1,15.2,MA
Brockton,95922,9,21.6,MA
West Springfield,28802,5.8,35.4,MA
Pittsfield,42298,8.4,28.3,MA
Springfield,155179,9.9,26.4,MA
Holyoke,40470,9.7,40.5,MA
Taneytown,6795,0.633333,9.26667,MD
Ocean Pines,12244,1.46667,6.53333,MD
Hampstead,6364,0.45,7.45,MD
Mount Airy,9434,0.133333,3,MD
Thurmont,6712,1.1,8.1,MD
Centreville,4844,1.96667,10.9,MD
Glenarden,6258,1.63333,10.7333,MD
District Heights,6062,3.53333,8.06667,MD
Bowie,59356,1.2,13.2,MD
Brunswick,6322,3.33333,14,MD
Frostburg,8591,2.2,15.9,MD
Havre de Grace,13655,2.3,15.9,MD
New Carrollton,13115,3,13.8,MD
Bel Air,10027,2.3,23,MD
Easton,16550,2.2,24.2,MD
Cheverly,6519,3.2,20.1,MD
Chestertown,5035,4,16.5,MD
Takoma Park,18049,3.2,21.8,MD
Frederick,72299,3.9,20.6,MD
Annapolis,39461,5.4,23.1,MD
Westminster,18603,4.5,31.1,MD
Mount Rainier,8198,4.3,32.9,MD
La Plata,9449,4.3,33,MD
Greenbelt,23661,4.9,30.5,MD
Riverdale Park,7330,6.1,23.7,MD
Laurel,26038,4.4,35.7,MD
Aberdeen,16210,7.2,19.4,MD
Hagerstown,40384,6.3,26,MD
Fruitland,5349,3.6,48.6,MD
Bladensburg,9518,5.9,34.7,MD
Hyattsville,18448,4.3,50.2,MD
Seat Pleasant,4857,10.1,27,MD
Cumberland,19555,7.5,45.1,MD
Salisbury,33183,8.2,46.7,MD
Cambridge,12364,10.4,48.7,MD
Elkton,15681,12.7,63.1,MD
Baltimore,605436,18.3,45,MD
Ocean City,6950,11.9,119.7,MD
Cumberland,8274,0.05,1.275,ME
Cape Elizabeth,9358,0.05,2.25,ME
Sabattus,5057,0.3,2.625,ME
Eliot,6651,0.275,2.425,ME
Yarmouth,8510,0.275,2.725,ME
Gorham,17609,0.2,2.9,ME
Hampden,7336,0.075,3.35,ME
Kennebunk,11463,0.275,2.1,ME
Gardiner,5673,0.15,6,ME
Oakland,6253,0.666667,10.4333,ME
Berwick,7738,0.4,8.9,ME
Falmouth,12307,0.6,7.1,ME
York,13170,0.6,6.9,ME
Winthrop,6007,0.2,12.2,ME
Wells,10412,0.6,7.6,ME
South Berwick,7500,0.9,3.6,ME
Topsham,8780,0.5,10.8,ME
Scarborough,20072,0.3,12.6,ME
Windham,18230,0.5,12.1,ME
Orono,11451,0.9,7.9,ME
Freeport,8542,0.5,12.9,ME
Caribou,7617,0.7,10.9,ME
Bar Harbor,5464,0.7,10.1,ME
Farmington,7617,0.7,11.4,ME
Lisbon,8869,1,8,ME
Waldoboro,5015,1,8.8,ME
Buxton,8285,1.1,7.7,ME
Winslow,7589,0.9,11.3,ME
Belfast,6765,0.7,13.9,ME
Paris,5145,0.6,16.3,ME
Bridgton,5391,1.1,10.4,ME
Kittery,9755,1.1,11,ME
Old Town,7450,0.7,17.3,ME
Bath,8293,0.6,18.4,ME
Rockland,7171,0.6,20.5,ME
Fairfield,6539,1.1,15.6,ME
Saco,19628,1.1,15.7,ME
Ellsworth,8008,0.7,22.7,ME
Brunswick,20672,1.4,17.5,ME
South Portland,25557,1.4,17.8,ME
Westbrook,18915,1.7,18.9,ME
Lewiston,36170,2.3,16.5,ME
Brewer,8984,1.3,29.6,ME
Old Orchard Beach,8890,2.6,18.2,ME
Waterville,16729,1.8,32,ME
Presque Isle,8997,2.4,29.1,ME
Portland,66997,2.9,24.3,ME
Sanford,21062,2.7,27,ME
Auburn,23031,2.2,33.2,ME
Rumford,5712,2.3,32,ME
Houlton,5770,3.3,21.7,ME
Bangor,31746,1.8,41,ME
Biddeford,21519,3,31.3,ME
Skowhegan,8223,3,31.4,ME
Augusta,18523,3.2,33.4,ME
Oakland Township,19495,0.3,2.36667,MI
Iron Mountain,7327,0.175,0.425,MI
Addison Township,6598,0.433333,4.8,MI
Kinross Township,7432,0.166667,1.96667,MI
Spring Arbor Township,8044,0.7,3.1,MI
Raisin Township,7716,0.666667,3.16667,MI
Grosse Ile Township,10128,0.166667,2.6,MI
Hamburg Township,22024,0.566667,3.3,MI
Argentine Township,6526,1.13333,5.43333,MI
Gaines Township,6100,0.5,4.16667,MI
Rochester,13075,0.933333,4.76667,MI
Brandon Township,15962,0.9,3.4,MI
Milford,16808,0.5,4.6,MI
Adrian Township,6264,0.525,1.25,MI
Flushing Township,10179,0.866667,3.96667,MI
Springfield Township,14423,0.833333,4.6,MI
Oxford Township,19139,0.8,4.66667,MI
Commerce Township,39023,0.466667,7.26667,MI
South Lyon,11803,0.733333,4.1,MI
Independence Township,36925,0.533333,5.53333,MI
New Baltimore,12423,0.6,4.6,MI
Berkley,15382,0.3,5.7,MI
Napoleon Township,6751,0.6,5,MI
Beverly Hills,10450,0.5,5.5,MI
Chocolay Township,5936,1.2,3.5,MI
Highland Township,20137,0.7,4.9,MI
Orion Township,36193,0.6,5.5,MI
Clayton Township,7121,1,4.4,MI
Huntington Woods,6328,0.6,5.5,MI
West Bloomfield Township,65928,0.6,5.9,MI
Tittabawassee Township,9819,1,4.8,MI
Birmingham,21295,0.5,6.4,MI
Thomas Township,11488,0.7,5.9,MI
Rochester Hills,74669,0.7,5.9,MI
Clawson,11962,1,5.8,MI
Plymouth Township,27032,0.9,6.1,MI
St. Johns,7890,1.3,5.1,MI
Northville,5992,0.8,6.7,MI
Tecumseh,8363,0.8,6.7,MI
Trenton,18176,1.2,5.7,MI
Sumpter Township,9362,0.9,6.7,MI
Bloomfield Township,42199,0.5,7.7,MI
Walled Lake,7170,1.3,6.1,MI
White Lake Township,31236,0.4,8.5,MI
Marysville,9674,0.9,7.2,MI
Plymouth,9142,0.8,8.1,MI
Montrose Township,7459,1.5,6.3,MI
Shelby Township,79878,1.5,6.3,MI
Grand Blanc,7841,0.5,9.2,MI
Royal Oak,59383,0.9,8.1,MI
Farmington Hills,81239,0.8,8.4,MI
Farmington,10605,1.9,5.5,MI
Novi,60378,0.7,8.8,MI
Holly,6170,1.1,7.8,MI
St. Joseph Township,9773,0.7,9,MI
Clay Township,8849,1.5,7,MI
Green Oak Township,18874,1.3,7.4,MI
Bath Township,12984,1.1,8.2,MI
East Grand Rapids,11886,0.5,10.3,MI
DeWitt Township,15194,1.2,8.4,MI
"Richfield Township, Genesee County",8325,1.7,7,MI
Grosse Pointe Farms,9116,0.7,9.9,MI
Saline,9358,1.4,8.1,MI
Woodhaven,12435,1,9.4,MI
Midland,41961,1.3,8.4,MI
Rockford,6345,1.1,9.3,MI
Northville Township,28939,0.7,10.4,MI
Riverview,12058,1.2,9.6,MI
Grand Ledge,7804,0.9,10.5,MI
Marquette,20529,1.1,9.9,MI
Huron Township,15930,2.1,7.5,MI
St. Louis,7274,2.1,8,MI
Lincoln Township,14585,0.8,12.1,MI
Berrien Springs-Oronoko Township,8961,1.9,9.3,MI
Davison Township,19177,2.1,8.9,MI
Canton Township,92055,1.5,10.7,MI
Big Rapids,10369,2.3,8.3,MI
Northfield Township,8741,1.4,11.2,MI
Sterling Heights,133055,1.8,10,MI
Richmond,5918,3,6.8,MI
Troy,84221,0.6,13.7,MI
Hampton Township,9458,1.9,10.3,MI
Brownstown Township,31912,2.4,8.8,MI
Flushing,7890,1.4,11.9,MI
Waterford Township,73066,2,10.3,MI
Grand Blanc Township,36489,1.3,12.3,MI
St. Clair Shores,59618,2.2,9.9,MI
Milan,6079,1.6,11.8,MI
Columbia Township,7356,2.3,10.1,MI
Grosse Pointe Woods,15497,0.8,14.5,MI
Houghton,7914,0.9,14.7,MI
Brighton,7635,1.4,13.4,MI
Chesterfield Township,45686,1.3,13.8,MI
Wixom,13876,1.9,12.2,MI
Fraser,14626,1.6,13.5,MI
Livonia,93740,1.5,14,MI
Oscoda Township,6771,2.4,11.7,MI
Alma,8944,2.3,11.7,MI
Metro Police Authority of Genesee County,19887,2.1,13.5,MI
Howell,9532,2.7,11.7,MI
Ishpeming,6441,2.9,11.6,MI
Hillsdale,8120,2.6,12.7,MI
Forsyth Township,6199,4.4,7.7,MI
Belding,5737,2.8,12.2,MI
Madison Township,8341,1.8,15.1,MI
Garden City,26520,4,9.1,MI
Pittsfield Township,39314,1.9,14.8,MI
Mount Pleasant,25828,2.9,12.5,MI
Grand Haven,10984,1.9,15.8,MI
Coloma Township,6369,1.6,17.1,MI
Flat Rock,9967,2.6,14.4,MI
Ann Arbor,122571,2.2,15.8,MI
Ferndale,20095,1.9,17,MI
Genesee Township,20447,3.6,12.5,MI
East Lansing,48880,2.2,16.5,MI
Fenton,11225,1.5,18.4,MI
Madison Heights,30100,3,14.5,MI
Sault Ste. Marie,13557,2.2,16.6,MI
Ionia,11170,4.3,10.7,MI
Wyandotte,24862,2.5,16,MI
Clinton Township,101279,3.2,14,MI
Oak Park,29688,2.8,15.3,MI
Marshall,6986,1.6,19.2,MI
Menominee,8089,2.8,16.7,MI
Ludington,8058,4.2,13.5,MI
Bridgeport Township,9853,4.1,14,MI
Allen Park,27020,2.5,18.5,MI
Mason,8431,3.1,17,MI
Saginaw Township,39198,2,20.3,MI
Westland,81438,3.9,15.2,MI
Hazel Park,16501,3.2,17.2,MI
Owosso,14455,5.3,11.7,MI
Hastings,7310,1.9,21.8,MI
Van Buren Township,28210,3,19.1,MI
Walker,25010,2.5,20.9,MI
Southfield,73418,2.8,20.6,MI
Dearborn Heights,55495,4.4,16.4,MI
Dearborn,94022,3.3,19.9,MI
Traverse City,15630,4.7,16.2,MI
St. Joseph,8364,3.1,22.1,MI
Alpena,9934,4.1,19.5,MI
Kentwood,52192,3.7,21.1,MI
Ontwa Township-Edwardsburg,6493,4.5,19.1,MI
Meridian Township,43072,2.3,25.3,MI
Southgate,28959,1.6,27.2,MI
Wyoming,76498,4.6,19.3,MI
Manistee,6091,4.6,19.4,MI
Norton Shores,24578,1.5,28.3,MI
Center Line,8275,4.2,20.9,MI
Auburn Hills,23579,4,22.5,MI
Holland,33405,4.3,21.8,MI
Charlotte,9053,2.7,26.4,MI
Warren,135160,5.1,20.8,MI
Monroe,19754,5.8,19.4,MI
Portage,49175,2.4,29.3,MI
Burton,28464,4.5,24.1,MI
Grandville,16057,1.7,32.1,MI
Escanaba,12169,3.4,27.7,MI
Grand Rapids,200428,6.6,19.1,MI
Wayne,16862,7.8,15.8,MI
Kalamazoo Township,24623,4,26.8,MI
River Rouge,7426,5.5,23,MI
Adrian,20624,5.6,23,MI
Mount Morris Township,20295,6.8,19.8,MI
Taylor,61037,6,22.1,MI
Sturgis,10796,5.7,24,MI
Cadillac,10455,6.5,21.6,MI
Redford Township,46899,6.4,22.3,MI
Fruitport Township,14168,1.1,38.4,MI
Coldwater,10736,4.6,29.1,MI
Bay City,32953,7,22.2,MI
Niles,11154,6.3,24.5,MI
Melvindale,10291,6.6,23.6,MI
Lapeer,8697,4.3,30.7,MI
Blackman Township,36884,2.6,35.8,MI
Roseville,47524,3.9,32.2,MI
Lincoln Park,36466,5.7,28.1,MI
Hamtramck,21668,7.7,22.8,MI
Romulus,23389,8.1,22.7,MI
Buena Vista Township,8146,10.6,17.1,MI
Greenville,8437,5,33.5,MI
Port Huron,28907,8,25.8,MI
Muskegon Township,17879,2.2,43.7,MI
Eastpointe,32526,6.8,32.7,MI
Ypsilanti,21298,8.7,28.7,MI
Inkster,24334,10.8,27,MI
Pontiac,59817,13.4,21.5,MI
Three Rivers,7673,7.4,39.2,MI
Battle Creek,60615,9.9,32.3,MI
Albion,8241,8.4,36.9,MI
Ecorse,9184,10.5,32,MI
Lansing,117380,11.1,30.3,MI
Emmett Township,11619,3.6,52.2,MI
Muskegon,38125,6.4,45,MI
Saginaw,48302,16.2,18.3,MI
Flint Township,30378,8.8,40,MI
Jackson,32602,11.2,42.5,MI
Harper Woods,13674,9.4,49.5,MI
Flint,95677,18.2,27,MI
Highland Park,10794,17.4,31.9,MI
Lansing Township,8213,8.2,63.9,MI
Kalamazoo,76020,13.3,50.3,MI
Detroit,671275,20.1,43,MI
Benton Harbor,9836,21.7,42.9,MI
Benton Township,14382,16.1,59.6,MI
Muskegon Heights,10720,22.4,58.8,MI
Kasson,6444,0.7,8.1,MN
La Crescent,5012,0.6,5.96667,MN
Orono,20225,0.366667,6.76667,MN
Elko New Market,4809,0.2,2.56667,MN
South Lake Minnetonka,12731,0.633333,8.46667,MN
Cold Spring/Richmond,5572,0.433333,7.43333,MN
Minnetrista,10357,0.4,9.56667,MN
Dayton,5970,0.266667,9.83333,MN
Lake City,5116,0.533333,9.06667,MN
Farmington,23355,0.533333,8.73333,MN
Medina,6721,0.433333,12.4667,MN
Jordan,6375,0.933333,8.73333,MN
Lino Lakes,21577,0.5,9.16667,MN
Rosemount,24707,0.733333,8.1,MN
Lakeville,64914,0.666667,9.23333,MN
St. Joseph,7212,0.733333,8.8,MN
Corcoran,5988,0.533333,6.76667,MN
Big Lake,11036,0.833333,5.86667,MN
Chaska,26962,0.733333,9.8,MN
Plymouth,79559,0.666667,12.2667,MN
West Hennepin,5663,0.9,7.6,MN
Belle Plaine,7189,0.7,10.6,MN
Stillwater,19467,0.9,7.8,MN
New Prague,7884,0.6,11.5,MN
Chisholm,4908,0.8,9.8,MN
East Grand Forks,8632,0.8,10.1,MN
Edina,52544,0.4,15.3,MN
New Ulm,13202,0.7,12.3,MN
Eden Prairie,64917,0.6,13.4,MN
Minnetonka,53573,0.5,15.1,MN
Montevideo,5101,0.8,12.2,MN
Woodbury,70900,0.7,13.3,MN
Champlin,25304,1,9.2,MN
Wyoming,7900,1.1,8,MN
Grand Rapids,11297,0.8,12.8,MN
Maple Grove,72502,0.6,15.4,MN
Cottage Grove,37102,0.7,14.7,MN
Sartell,18014,0.6,16.7,MN
Ramsey,27023,1,12.9,MN
Glencoe,5480,1.1,11.9,MN
Sauk Rapids,13853,0.4,20.4,MN
Centennial Lakes,11062,1,13.4,MN
International Falls,5933,1.3,9.8,MN
Northfield,20535,1.4,9.7,MN
New Hope,21168,0.7,18.7,MN
Rogers,13257,0.8,17.8,MN
St. Peter,12012,1.2,12.7,MN
Savage,32029,1.1,13.5,MN
North Mankato,13794,1.4,10.4,MN
Isanti,5787,0.7,19.2,MN
Cloquet,11911,1,15.2,MN
Litchfield,6615,1.2,12.7,MN
Becker,4880,1.8,4.9,MN
Owatonna,25829,1,17,MN
Eagan,66981,0.9,19.2,MN
Waseca,8918,0.8,21.3,MN
Wayzata,6582,0.9,19.8,MN
St. Francis,7728,1.3,15.3,MN
Golden Valley,21688,1,18.9,MN
Elk River,24724,1.2,17.4,MN
St. Paul Park,5409,1.1,18.5,MN
North St. Paul,12588,1.2,17.5,MN
Buffalo,16304,1,19.4,MN
Baxter,8372,1.1,19.1,MN
Apple Valley,52922,1.2,18.1,MN
Morris,5300,1.9,9.4,MN
Mendota Heights,11381,1.4,18.2,MN
Sauk Centre,4389,1.8,13.9,MN
Little Falls,8683,1.4,19.7,MN
Coon Rapids,62818,1.3,21,MN
North Branch,10511,1.1,23.4,MN
Blaine,65649,1,26,MN
New Brighton,22978,1.1,24.5,MN
Windom,4401,1.8,15.5,MN
Hopkins,18838,1.7,17.7,MN
Crystal,23310,1.5,20.9,MN
Fairmont,10053,1.2,24.3,MN
Prior Lake,26925,1.5,21.3,MN
Oakdale,28178,1.3,23.5,MN
Moorhead,43657,1.4,23.5,MN
Marshall,13713,1.8,18.2,MN
Hastings,22799,1.8,18.1,MN
Lakes Area,9679,2.1,15.5,MN
Worthington,13309,2.6,8.3,MN
Anoka,17574,1.5,22.4,MN
Hutchinson,13862,2,16.4,MN
Shakopee,41424,1.8,19.6,MN
St. Louis Park,49595,1.4,24.7,MN
Winona,26840,1.6,22.9,MN
White Bear Lake,26187,1.4,26.9,MN
Albert Lea,17655,1.5,26.4,MN
Rochester,117037,1.9,20.8,MN
Thief River Falls,8865,1.8,23.4,MN
Hibbing,15998,2.8,11.4,MN
Cambridge,8905,1,34.8,MN
Inver Grove Heights,35592,2.5,15.7,MN
St. Anthony,9205,2.1,22.4,MN
Richfield,36300,2.2,21.2,MN
Burnsville,61592,1.9,26.2,MN
Princeton,4666,1.3,35.1,MN
Crookston,7779,2.4,20.4,MN
South St. Paul,20260,2.3,24.9,MN
Bloomington,86279,1.9,30,MN
Oak Park Heights,4991,1.2,39.3,MN
Detroit Lakes,9289,2,29.1,MN
Austin,24935,2.6,21.8,MN
Mounds View,13235,1.7,33.9,MN
Hermantown,9525,1,43.3,MN
Red Wing,16405,2.4,26,MN
Columbia Heights,21119,2.7,23.9,MN
Robbinsdale,14629,3.3,15.9,MN
Faribault,23806,3.2,17.8,MN
Willmar,19635,2.8,25.4,MN
Fergus Falls,13839,2.2,35.3,MN
Dilworth,4474,1.3,46.5,MN
Redwood Falls,4952,3,32.3,MN
Maplewood,41339,2.2,45,MN
Fridley,27943,3,36.3,MN
Mankato,42606,3.3,33.3,MN
Alexandria,13759,3.7,28.3,MN
Brooklyn Park,81263,3.7,30.3,MN
Roseville,36701,2.3,49.8,MN
Brooklyn Center,31128,3.8,34.2,MN
St. Cloud,68282,3.8,37.7,MN
Virginia,8458,4.1,34.6,MN
Duluth,86048,3.6,42.9,MN
Brainerd,13404,4.6,33.8,MN
West St. Paul,19798,3.7,48.5,MN
Spring Lake Park,6515,4.1,44.7,MN
St. Paul,309756,6.3,32.5,MN
Bemidji,15528,5.1,70.5,MN
Minneapolis,428261,7.9,39.1,MN
Waite Park,7512,3.9,100.1,MN
Cottleville,6218,0.333333,13.9333,MO
Glendale,5670,0.833333,4.66667,MO
Byrnes Mill,5881,0.433333,8.16667,MO
Ballwin,3016,0.566667,4.6,MO
Clever,30151,0.366667,7.13333,MO
Bonne Terre,2743,1.63333,5.6,MO
Town and Country,7305,1.33333,6.03333,MO
Fayette,11154,0.333333,11.9,MO
Webster Groves,2713,0.866667,15.3,MO
Platte City,22873,1.1,8.76667,MO
Rock Hill,4979,0.733333,14.3333,MO
Ellisville,4599,0.866667,11.2333,MO
Ladue,9842,1.03333,12.9667,MO
California,8625,0.533333,12.1333,MO
Higginsville,4425,1.3,13.5333,MO
Louisiana,4606,0.9,13.5667,MO
Licking,3282,2,15.0667,MO
Wright City,3094,1.83333,13.8333,MO
Savannah,3777,0.933333,12.6,MO
NA,5202,0.866667,9.96667,MO
Vandalia,4215,1.7,8.1,MO
Kearney,10300,0.6,14.5,MO
Maryville,11716,0.6,14.4,MO
Chesterfield,47602,0.5,15.4,MO
Eureka,10626,1,12.2,MO
Nixa,21653,1.2,11.5,MO
Rogersville,3739,0.8,14.2,MO
Jackson,15101,1.3,11.9,MO
Ste. Genevieve,4443,0.7,15.3,MO
Pleasant Valley,3059,1.6,10.1,MO
Lake St. Louis,16134,0.7,15.4,MO
Manchester,18114,0.9,14.7,MO
Kirkwood,27670,1.1,13.8,MO
O'Fallon,88763,1.6,10.7,MO
Moscow Mills,3004,1.3,12.6,MO
Knob Noster,2763,0.7,16.3,MO
Smithville,10012,1,15.3,MO
Ashland,3956,1.5,12.4,MO
Odessa,5184,1.5,13.1,MO
Creve Coeur,18831,1.2,15.3,MO
Lexington,4531,3.5,2.2,MO
Frontenac,3875,0.8,18.8,MO
Tipton,3387,3.8,1.5,MO
Clayton,16935,1.5,15.6,MO
Grain Valley,14165,1.8,14.2,MO
Raymore,21452,0.4,22.1,MO
Peculiar,5192,0.4,22.5,MO
Wentzville,41057,2.6,10.4,MO
Willard,5447,2.8,9.5,MO
Sunset Hills,8492,1.3,18.4,MO
Olivette,7843,2,14,MO
Bethany,3107,0.6,23.5,MO
Boonville,8434,1.4,19.2,MO
Buckner,3053,1,21.9,MO
Palmyra,3598,0.3,26.4,MO
Pacific,7241,1.2,20.9,MO
Lee's Summit,98144,1.2,21.4,MO
Cameron,9736,1.8,17.9,MO
Parkville,6963,1.9,17.8,MO
Mount Vernon,4525,0.4,27.2,MO
Trenton,5800,2.2,16.7,MO
Waynesville,5275,2.7,15.4,MO
Oronogo,2578,3.5,10.5,MO
Dexter,7839,0.6,27.4,MO
Scott City,4486,2.2,19.2,MO
Mexico,11507,1.2,25.1,MO
St. Peters,57838,1.8,21.6,MO
Webb City,11379,0.9,27.2,MO
Troy,12226,2.1,20,MO
Liberty,31842,2.9,16,MO
Centralia,4255,2.8,16.7,MO
Ozark,20203,2,21.6,MO
Chillicothe,9699,3.1,15.6,MO
Montgomery City,2630,1.5,25.1,MO
Republic,16495,2.6,18.9,MO
Florissant,51326,2.2,21,MO
Mountain View,2645,0.8,30.2,MO
St. Charles,70925,2.1,22.7,MO
Holts Summit,4599,4.6,8.5,MO
Marshfield,7442,0.9,29.8,MO
Macon,5368,2,23.5,MO
St. James,4059,0.7,31.5,MO
Versailles,2426,2.5,21.4,MO
Oak Grove,8151,2,25.4,MO
Forsyth,2437,2.5,22.6,MO
Brookfield,4291,3.3,17.9,MO
Marshall,12655,2.3,23.7,MO
Butler,4025,2,25.8,MO
St. Ann,12698,2.8,21.7,MO
Herculaneum,4067,3.7,16.7,MO
Salem,4910,1,32.4,MO
Excelsior Springs,11626,1.9,30.2,MO
Eldon,4632,3.5,21.6,MO
Portageville,3019,4,18.9,MO
Farmington,18740,1.5,33.1,MO
Arnold,21151,1,36.3,MO
Owensville,2576,1.9,31.1,MO
St. John,6344,2.4,29.2,MO
Blue Springs,55277,2.4,28.9,MO
Kirksville,17539,2.5,28.9,MO
Festus,12092,4.6,16.7,MO
Maryland Heights,26930,3.5,25.7,MO
Lamar,4303,1.9,36.3,MO
Crystal City,4726,2.5,33.2,MO
Gladstone,27382,4.2,24.1,MO
Bowling Green,5577,5.7,15.4,MO
Ava,2883,3.5,28.8,MO
Columbia,123586,3.6,28.2,MO
Monett,8984,3.2,30.5,MO
Harrisonville,10113,3.6,29.5,MO
Jefferson City,42856,3.5,29.8,MO
Malden,3943,6.3,14.5,MO
University City,34438,3.1,33.3,MO
Washington,13964,2.4,37.7,MO
Hazelwood,25234,3.9,29.1,MO
Shrewsbury,6108,3.1,33.9,MO
Fulton,12856,2.3,38.9,MO
Cuba,3302,1.5,44.2,MO
Breckenridge Hills,4612,4.3,28.4,MO
Mountain Grove,4659,5.6,21.2,MO
Perryville,8495,4.8,26.4,MO
Brentwood,7991,1.9,44.4,MO
Warrensburg,20355,3.8,34,MO
Bolivar,10966,2.7,40.4,MO
Neosho,12057,2.4,43.6,MO
Northwoods,4404,5.7,25.2,MO
Fredericktown,4014,5.7,25.7,MO
Charleston,5599,6.6,20.5,MO
Pevely,5883,5.8,28.2,MO
Camdenton,4106,2.4,48,MO
Sugar Creek,3303,4.5,38.4,MO
Carrollton,3508,9.4,11.4,MO
Sullivan,7156,3.1,49.2,MO
Cape Girardeau,39303,4.9,39.1,MO
Rolla,20385,5.9,33.5,MO
West Plains,12277,3.6,47.7,MO
Richmond Heights,8342,2.6,53.3,MO
Buffalo,3057,4.6,42.2,MO
Moberly,13750,8.7,18.4,MO
Desloge,4861,3.1,51.4,MO
Union,11710,4.4,45.5,MO
Clinton,8897,5.5,39.9,MO
El Dorado Springs,3568,2.5,57.5,MO
Lebanon,14622,3.9,50,MO
Richmond,5636,5.5,42.6,MO
Raytown,29173,5.2,44.4,MO
Sikeston,16129,6,39.9,MO
Des Peres,8601,1.3,67.8,MO
Woodson Terrace,4032,6.2,40.2,MO
Grandview,25256,6.8,36.6,MO
Independence,117368,4.4,52.1,MO
St. Robert,6006,4.8,53.1,MO
Ferguson,20663,6.2,45.8,MO
Hannibal,17545,5.8,51.1,MO
Potosi,2623,3,69,MO
Osage Beach,4582,5,58.1,MO
Warrenton,8283,7.5,44.5,MO
Nevada,8116,5.4,58.2,MO
Kennett,10326,4.8,63.3,MO
Bridgeton,11663,5.8,58.3,MO
Sedalia,21590,8.5,43.7,MO
Poplar Bluff,17074,5,68.1,MO
Bellefontaine Neighbors,10597,9.4,43.6,MO
Aurora,7478,9.9,46.7,MO
Bel-Ridge,2661,11.6,43.6,MO
Cassville,3311,6,77.6,MO
Hayti,2644,10.2,57.5,MO
St. Clair,4702,11.3,54.4,MO
Caruthersville,5640,12.4,47.9,MO
Maplewood,8130,5.9,86.1,MO
Pagedale,3292,14.9,34.3,MO
Vinita Park,11003,13.1,53.8,MO
Kansas City,493115,15.9,43.1,MO
North Kansas City,4552,9.7,84.8,MO
Riverview,2772,17.3,41.1,MO
Springfield,168537,13.2,70.2,MO
Branson,11589,7.3,105.6,MO
St. Louis,306875,18,59.1,MO
Madison,25832,0.533333,8.8,MS
Brandon,24283,0.966667,8.66667,MS
Clinton,25137,0.15,10.25,MS
Horn Lake,27238,0.966667,25.2,MS
Southaven,54772,1.23333,28.3333,MS
Jackson,166024,0,47.3,MS
Vicksburg,22298,0,51.1,MS
Ocean Springs,17726,2,33.2,MS
Gautier,18501,3.4,31,MS
Meridian,37500,4.1,39.4,MS
Biloxi,46148,3.2,55.8,MS
Pascagoula,21654,3.4,61.2,MS
Laurel,18486,5.6,47.1,MS
Gulfport,72402,5.3,50.6,MS
Glendive,5132,1.8,14.7,MT
Deer Lodge,2902,3.83333,24.3333,MT
